SMILES,MHFP,first_class,second_class,type,num_id,chain_type,carbon_chain_length,ring_size,functional_group,CF2,CF3,CFX,cf_length,group_id,predicted_toxicity,Uncertainty
O=P(O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[245734716  71278405  42493806 ...  31057643 126736119  49392212],PFAAs,PFPAs,1,980,straight,10.0,,Phosphate,9,1,0,10,PFAAs_PFPAs_straight_10.0_Unknown_NA_CF2_9_CF3_1_CFX_0,3.395473,0.2553132
O=C(Br)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ... 115490462 174732839 108111600],Other PFASs,others,4,981,straight,9.0,,Halogen,7,1,0,8,Other PFASs_others_straight_9.0_Halogen_NA_CF2_7_CF3_1_CFX_0,2.8109148,0.25406155
CC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ...  58849484  43796935 151237944],Other PFASs,Polyfluoroalkanes,4,982,straight,13.0,,Halogen,9,1,0,10,Other PFASs_Polyfluoroalkanes_straight_13.0_Halogen_NA_CF2_9_CF3_1_CFX_0,3.107144,0.25204948
N#CCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ...  16631887 281920279 151237944],Other PFASs,others,4,983,straight,7.0,,Nitrile,3,1,0,4,Other PFASs_others_straight_7.0_Nitrile_NA_CF2_3_CF3_1_CFX_0,2.9347165,0.25775987
COc1ncc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c(OC)n1,[149716317  96422459 107816900 ... 197275527  80652711  17330118],Other PFASs,Aromatic PFASs,4,984,cyclic,,6.0,Ether,3,1,0,4,Other PFASs_Aromatic PFASs_cyclic_NA_Ether_6.0_CF2_3_CF3_1_CFX_0,1.8438226,0.21627332
Oc1ccc(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,[ 35941647  36123943  97181807 ... 110403402  18477239  46460802],Other PFASs,Aromatic PFASs,4,985,cyclic,,6.0,Ether,4,1,0,5,Other PFASs_Aromatic PFASs_cyclic_NA_Ether_6.0_CF2_4_CF3_1_CFX_0,2.561513,0.25439686
C=C(C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[  1426846 104111782  97181807 ... 207038152  47326567  22160906],Polyfluoroalkyl acids,PolyFCA derivatives,3,986,branched,11.0,,Ester,5,1,0,6,Polyfluoroalkyl acids_PolyFCA derivatives_branched_11.0_Ester_NA_CF2_5_CF3_1_CFX_0,2.6174068,0.22263725
O=C(c1ccccc1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,[152075867 111791931 107816900 ... 215679073 240371511  29516144],Other PFASs,Aromatic PFASs,4,987,cyclic,,6.0,Aromatic,7,0,0,7,Other PFASs_Aromatic PFASs_cyclic_NA_Aromatic_6.0_CF2_7_CF3_0_CFX_0,2.6123044,0.244181
FC(F)(CCI)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[115087950 104111782  97181807 ... 484384410 281920279  24985098],Other PFASs,Polyfluoroalkanes,4,988,straight,8.0,,Halogen,4,1,0,5,Other PFASs_Polyfluoroalkanes_straight_8.0_Halogen_NA_CF2_4_CF3_1_CFX_0,2.5038044,0.25435156
O=C(NN=Cc1ccncc1)C(F)(F)C(F)(F)C(F)(F)F,[117015094   8492060  93344430 ...  17799215 111883495 151237944],Other PFASs,Aromatic PFASs,4,989,cyclic,,6.0,Amine,2,1,0,3,Other PFASs_Aromatic PFASs_cyclic_NA_Amine_6.0_CF2_2_CF3_1_CFX_0,3.0410984,0.25378835
C=CCOCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 35941647 104111782  97181807 ...   1095206 281920279  22166258],Other PFASs,others,4,990,straight,8.0,,Ether,3,1,0,4,Other PFASs_others_straight_8.0_Ether_NA_CF2_3_CF3_1_CFX_0,3.8006058,0.2669788
OC(CN1CC1)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452  33988699  97181807 ... 171882282  43796935 151237944],"PFAA precursors, cyclic","PolyFAC derivatives, cyclic",2,991,cyclic,,3.0,Alcohol,7,1,0,8,"PFAA precursors, cyclic_PolyFAC derivatives, cyclic_cyclic_NA_Alcohol_3.0_CF2_7_CF3_1_CFX_0",2.5202076,0.21999474
NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452   8492060  32228994 ... 194511214 168362439 151237944],Other PFASs,Amide derivatives,4,992,straight,5.0,,Amine,3,1,0,4,Other PFASs_Amide derivatives_straight_5.0_Amine_NA_CF2_3_CF3_1_CFX_0,2.2505643,0.25516632
O=P(O)(O)OCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[207530443  71278405  95504826 ... 171882282  43796935 151237944],PFAA precursors,n:2 fluorotelomer-based substances,2,993,straight,13.0,,Alcohol,9,1,0,10,PFAA precursors_n:2 fluorotelomer-based substances_straight_13.0_Alcohol_NA_CF2_9_CF3_1_CFX_0,3.0283973,0.2316108
C=CCOC(F)(C(F)(F)F)C(F)(F)F,[   853465 189422919 232751249 ...   1095206 662187031  88906274],Other PFASs,others,4,994,straight,6.0,,Ether,0,2,1,3,Other PFASs_others_straight_6.0_Ether_NA_CF2_0_CF3_2_CFX_1,4.0410814,0.26621678
CCCCCCCC/C=C\CCCCCCCC(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 19469312 104111782  18439196 ...  15279529  43796935 151237944],Polyfluoroalkyl acids,PolyFCA derivatives,3,995,straight,26.0,,Ester,5,1,0,6,Polyfluoroalkyl acids_PolyFCA derivatives_straight_26.0_Ester_NA_CF2_5_CF3_1_CFX_0,2.6149707,0.25658807
CCN(CC(=O)O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 34574211  33988699  17313015 ... 136323818 138388023 110011752],PFAA precursors,PASF-based substances,2,996,straight,9.0,,Carboxylic Acid,4,1,0,5,PFAA precursors_PASF-based substances_straight_9.0_Carboxylic Acid_NA_CF2_4_CF3_1_CFX_0,3.2050557,0.220305
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCI,[250618452 104111782  97181807 ... 171882282  43796935  24985098],Other PFASs,Polyfluoroalkanes,4,997,straight,7.0,,Halogen,4,1,0,5,Other PFASs_Polyfluoroalkanes_straight_7.0_Halogen_NA_CF2_4_CF3_1_CFX_0,2.4903462,0.25402132
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(I)CCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 38604113   1055672  97181807 ...  58849484  43796935 151237944],Other PFASs,Polyfluoroalkanes,4,998,straight,27.0,,Halogen,18,2,0,20,Other PFASs_Polyfluoroalkanes_straight_27.0_Halogen_NA_CF2_18_CF3_2_CFX_0,4.6369095,0.2530998
FC1(F)C(F)(F)C(F)(F)C2(F)C(F)(C1(F)F)C(F)(F)C(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C12F,[250618452  58869667 107816900 ...  88808901 153496343  15587864],"Other PFASs, cyclic","Perfluoroalkanes, cyclic",4,999,cyclic,,6.0,None,10,0,4,14,"Other PFASs, cyclic_Perfluoroalkanes, cyclic_cyclic_NA_Unknown_6.0_CF2_10_CF3_0_CFX_4",4.060413,0.2531433
C=C(C)C(=O)OCCN(C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[  1426846  33988699  17313015 ... 136323818 138388023  22160906],PFAA precursors,PASF-based substances,2,1000,branched,15.0,,Ester,7,1,0,8,PFAA precursors_PASF-based substances_branched_15.0_Ester_NA_CF2_7_CF3_1_CFX_0,3.2741573,0.18104227
O=C(NCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 39844693   8492060  97181807 ... 194511214 281920279  52134646],Other PFASs,Amide derivatives,4,1001,straight,20.0,,Amine,14,2,0,16,Other PFASs_Amide derivatives_straight_20.0_Amine_NA_CF2_14_CF3_2_CFX_0,3.400928,0.2552029
CCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ...  16631887  43796935 151237944],PFAA precursors,HFCs,2,1002,straight,21.0,,None,8,1,0,9,PFAA precursors_HFCs_straight_21.0_Unknown_NA_CF2_8_CF3_1_CFX_0,3.237143,0.2531871
OCC(I)CC(F)(C(F)(F)F)C(F)(F)F,[308643836 264327662  96642379 ... 530466377  52429719  72094472],PFAA precursors,PolyFACs,2,1003,branched,6.0,,Alcohol,0,2,1,3,PFAA precursors_PolyFACs_branched_6.0_Alcohol_NA_CF2_0_CF3_2_CFX_1,2.1630616,0.25398955
FC(F)(F)C(F)(c1ccc(C(F)(C(F)(F)F)C(F)(F)F)cc1)C(F)(F)F,[189801595 263952980 232751249 ... 581763526   6451911  55994378],Other PFASs,Aromatic PFASs,4,1004,cyclic,,6.0,Aromatic,0,4,2,6,Other PFASs_Aromatic PFASs_cyclic_NA_Aromatic_6.0_CF2_0_CF3_4_CFX_2,2.8729458,0.25446758
C=C(C)C(=O)OCC(O)CC(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,[  1426846 154242801 107816900 ...  88808901 168823863  22160906],PFAA precursors,n:2 fluorotelomer-based substances,2,1005,branched,12.0,,Ester,2,2,1,5,PFAA precursors_n:2 fluorotelomer-based substances_branched_12.0_Ester_NA_CF2_2_CF3_2_CFX_1,2.7580788,0.22594905
O=S(=O)(OCCOS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[125633006 107055568  17313015 ...  25029786 107222071  21714124],PFAAs,PFSA derivatives,1,1006,straight,10.0,,Sulfonate Ester,6,2,0,8,PFAAs_PFSA derivatives_straight_10.0_Sulfonate Ester_NA_CF2_6_CF3_2_CFX_0,5.8561745,0.28306273
C=CC(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,[ 19469312  85244370  18439196 ...  15279529  43796935 151237944],PFAA precursors,n:2 fluorotelomer-based substances,2,1007,branched,12.0,,Ester,4,2,1,7,PFAA precursors_n:2 fluorotelomer-based substances_branched_12.0_Ester_NA_CF2_4_CF3_2_CFX_1,3.069552,0.25245497
O=C(O)CSC(CC(=O)O)C(F)(F)C(F)(F)C(F)(F)F,[108407573  49018156 107816900 ... 251720104  61931303 151237944],Polyfluoroalkyl acids,PolyFCA derivatives,3,1008,straight,8.0,,Carboxylic Acid,2,1,0,3,Polyfluoroalkyl acids_PolyFCA derivatives_straight_8.0_Carboxylic Acid_NA_CF2_2_CF3_1_CFX_0,1.8727136,0.23114125
Cc1cccc(C)c1NC(=O)C(F)(F)C(F)(F)C(F)(F)F,[250618452   8492060 107816900 ...  54552999 100272231 151237944],Other PFASs,Aromatic PFASs,4,1009,cyclic,,6.0,Amine,2,1,0,3,Other PFASs_Aromatic PFASs_cyclic_NA_Amine_6.0_CF2_2_CF3_1_CFX_0,1.8320926,0.21659875
C=Cc1ccc(OCC(F)(F)C(F)(F)C(F)(F)F)cc1,[ 35941647  73299756 107816900 ... 482241014  15012903  46460802],Other PFASs,Aromatic PFASs,4,1010,cyclic,,6.0,Ether,2,1,0,3,Other PFASs_Aromatic PFASs_cyclic_NA_Ether_6.0_CF2_2_CF3_1_CFX_0,2.0496545,0.24979198
N#CC(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,[   853465  46086594   3408051 ... 425465516  23638503  71007262],Other PFASs,PFPEs,4,1011,straight,6.0,,Ether,2,2,1,5,Other PFASs_PFPEs_straight_6.0_Ether_NA_CF2_2_CF3_2_CFX_1,4.600002,0.27775276
C=CC(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,[250618452  94390089  92943922 ...  57414303 281920279 115113712],PFAA precursors,HFOs,2,1012,branched,8.0,,Double bond,2,3,0,5,PFAA precursors_HFOs_branched_8.0_Unknown_NA_CF2_2_CF3_3_CFX_0,2.134593,0.25297865
Nc1nc(C(F)(F)C(F)(F)C(F)(F)F)nc2[nH]cnc12,[ 13458306  32059548 107816900 ...  32991531 281920279 107724166],Other PFASs,Aromatic PFASs,4,1013,cyclic,,5.0,Amine,2,1,0,3,Other PFASs_Aromatic PFASs_cyclic_NA_Amine_5.0_CF2_2_CF3_1_CFX_0,2.0455332,0.21087247
O=Cc1ccc(C(F)(F)C(F)(F)C(F)(F)F)[nH]1,[ 73410057  69132682 107816900 ...  12165170  63876583 107724166],Other PFASs,Aromatic PFASs,4,1014,cyclic,,5.0,Aldehyde,2,1,0,3,Other PFASs_Aromatic PFASs_cyclic_NA_Aldehyde_5.0_CF2_2_CF3_1_CFX_0,3.9935317,0.2737985
FC(F)(F)C(F)(F)C(F)(F)C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[216993070 104111782  97181807 ... 328816003  14046279 151237944],PFAA precursors,PolyFAenes,2,1015,straight,11.0,,Double bond,7,2,0,9,PFAA precursors_PolyFAenes_straight_11.0_Unknown_NA_CF2_7_CF3_2_CFX_0,2.5932865,0.25522846
O=C(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,[   853465   9635651 107816900 ...  65408281  23638503  71007262],PFAA precursors,PAECFs,2,1016,straight,12.0,,Ether,4,4,4,12,PFAA precursors_PAECFs_straight_12.0_Ether_NA_CF2_4_CF3_4_CFX_4,7.959095,0.3127021
FC(F)(F)C1(C(F)(F)F)C(F)(F)C(F)(F)C1(F)F,[164775720 505728944  40925511 ... 611624164 281920279 151237944],"Other PFASs, cyclic","Perfluoroalkanes, cyclic",4,1017,cyclic,,4.0,None,3,2,0,5,"Other PFASs, cyclic_Perfluoroalkanes, cyclic_cyclic_NA_Unknown_4.0_CF2_3_CF3_2_CFX_0",2.5261064,0.25428873
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ...  16631887  43796935 151237944],PFAA precursors,HFCs,2,1018,straight,24.0,,None,14,2,0,16,PFAA precursors_HFCs_straight_24.0_Unknown_NA_CF2_14_CF3_2_CFX_0,4.193086,0.2545285
O=C(C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,[   853465  90791381  21911046 ... 425465516  23638503  38036436],PFAA precursors,PFAK derivatives,2,1019,branched,9.0,,Ether,2,4,2,8,PFAA precursors_PFAK derivatives_branched_9.0_Ether_NA_CF2_2_CF3_4_CFX_2,3.5577047,0.26764965
O=S1(=O)NS(=O)(=O)C(F)(F)C(F)(F)C1(F)F,[250618452 107055568  17313015 ... 120302872 156186023 151237944],"PFAA precursors, cyclic","PASF-based substances, cyclic",2,1020,cyclic,,6.0,Sulfone,3,0,0,3,"PFAA precursors, cyclic_PASF-based substances, cyclic_cyclic_NA_Sulfone_6.0_CF2_3_CF3_0_CFX_0",4.855809,0.27926603
CCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ...  16631887  43796935 151237944],PFAA precursors,HFCs,2,1021,straight,22.0,,None,11,1,0,12,PFAA precursors_HFCs_straight_22.0_Unknown_NA_CF2_11_CF3_1_CFX_0,3.706747,0.25103647
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I,[235162622 104111782  63064138 ...  53870161 281920279 151237944],PFAA precursors,PFAIs,2,1022,straight,24.0,,Halogen,23,1,0,24,PFAA precursors_PFAIs_straight_24.0_Halogen_NA_CF2_23_CF3_1_CFX_0,5.2254753,0.25051895
CCc1c(C(=O)O)ccc(C(F)(C(F)(F)F)C(F)(F)F)c1S(C)=O,[ 52793636  34348060  17313015 ... 183967038 103589479  11852866],Other PFASs,Aromatic PFASs,4,1023,cyclic,,6.0,Carboxylic Acid,0,2,1,3,Other PFASs_Aromatic PFASs_cyclic_NA_Carboxylic Acid_6.0_CF2_0_CF3_2_CFX_1,2.1065526,0.22487482
CC(C)(C)C(N)=CC(=O)C(F)(F)C(F)(F)C(F)(F)F,[ 39191838  48791578  19201563 ... 312840142 124409255  75695922],PFAA precursors,PFAK derivatives,2,1024,branched,10.0,,Amine,2,1,0,3,PFAA precursors_PFAK derivatives_branched_10.0_Amine_NA_CF2_2_CF3_1_CFX_0,2.722252,0.2532972
CCN(CCOP(=O)(O)OCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 34574211  33988699  17313015 ... 136323818  55416695 151237944],PFAA precursors,PASF-based substances,2,1025,straight,20.0,,Amine,10,2,0,12,PFAA precursors_PASF-based substances_straight_20.0_Amine_NA_CF2_10_CF3_2_CFX_0,4.6948233,0.21750115
CCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ...  16631887  43796935 151237944],PFAA precursors,HFCs,2,1026,straight,16.0,,None,9,1,0,10,PFAA precursors_HFCs_straight_16.0_Unknown_NA_CF2_9_CF3_1_CFX_0,3.3530254,0.24950115
CNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 39844693   8492060  97181807 ... 194511214 281920279 130467758],Other PFASs,Amide derivatives,4,1027,straight,6.0,,Amine,3,1,0,4,Other PFASs_Amide derivatives_straight_6.0_Amine_NA_CF2_3_CF3_1_CFX_0,2.1102169,0.25558853
C=C(C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,[  1426846 154242801  18439196 ...  15279529  43796935  22160906],PFAA precursors,n:2 fluorotelomer-based substances,2,1028,branched,19.0,,Ester,10,2,1,13,PFAA precursors_n:2 fluorotelomer-based substances_branched_19.0_Ester_NA_CF2_10_CF3_2_CFX_1,3.4799747,0.20932221
CCC(C(=O)O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452  51353927  97181807 ... 291378977 281920279  99683246],Polyfluoroalkyl acids,PolyFCA derivatives,3,1029,branched,10.0,,Carboxylic Acid,5,1,0,6,Polyfluoroalkyl acids_PolyFCA derivatives_branched_10.0_Carboxylic Acid_NA_CF2_5_CF3_1_CFX_0,3.8377209,0.25959763
O=C(OC(=O)C(F)(F)C(F)(F)OC(F)(F)F)C(F)(F)C(F)(F)OC(F)(F)F,[231382269 493014236 107816900 ... 291378977  98940775  64222056],Polyfluoroalkyl acids,PolyFCA derivatives,3,1030,straight,8.0,,Ester,4,2,0,6,Polyfluoroalkyl acids_PolyFCA derivatives_straight_8.0_Ester_NA_CF2_4_CF3_2_CFX_0,3.2196946,0.24272843
O=COCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452  59868916  97181807 ... 292244879 281920279 151237944],Other PFASs,others,4,1031,straight,7.0,,Ester,3,1,0,4,Other PFASs_others_straight_7.0_Ester_NA_CF2_3_CF3_1_CFX_0,2.127589,0.23781279
CCCCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ...  16631887  43796935 151237944],PFAA precursors,HFCs,2,1032,straight,28.0,,None,9,1,0,10,PFAA precursors_HFCs_straight_28.0_Unknown_NA_CF2_9_CF3_1_CFX_0,3.4191866,0.25726992
COC(F)(F)C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 72461987 104111782  97181807 ...   4814310 101296679 151237944],PFAA precursors,PFAK derivatives,2,1033,straight,7.0,,Ether,4,1,0,5,PFAA precursors_PFAK derivatives_straight_7.0_Ether_NA_CF2_4_CF3_1_CFX_0,2.0784712,0.24642107
COC(=O)C(F)(F)C(F)OC(F)(F)C(F)(F)C(F)(F)OC(F)(F)F,[ 90418993 152319334 107816900 ... 205479839  94972823  63887868],Polyfluoroalkyl acids,PolyFCA derivatives,3,1034,straight,8.0,,Ester,4,1,1,6,Polyfluoroalkyl acids_PolyFCA derivatives_straight_8.0_Ester_NA_CF2_4_CF3_1_CFX_1,3.1547525,0.25303662
CCOC(=O)CCC(F)(F)C(F)(F)C(F)(F)F,[ 19469312  40010548  14316170 ...   8587256 281920279 151237944],Polyfluoroalkyl acids,PolyFCA derivatives,3,1035,straight,8.0,,Ester,2,1,0,3,Polyfluoroalkyl acids_PolyFCA derivatives_straight_8.0_Ester_NA_CF2_2_CF3_1_CFX_0,1.836888,0.21568005
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br,[187774998  96266790  33612732 ... 139832924  21348103 124993638],Other PFASs,Polyfluoroalkanes,4,1036,straight,10.0,,Halogen,9,1,0,10,Other PFASs_Polyfluoroalkanes_straight_10.0_Halogen_NA_CF2_9_CF3_1_CFX_0,2.8909807,0.25442797
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCI,[250618452 104111782  97181807 ... 171882282  43796935  24985098],Other PFASs,Polyfluoroalkanes,4,1037,straight,13.0,,Halogen,10,1,0,11,Other PFASs_Polyfluoroalkanes_straight_13.0_Halogen_NA_CF2_10_CF3_1_CFX_0,3.4395971,0.25260442
O=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ... 300159690 281920279 151237944],PFAA precursors,PFALs,2,1038,straight,7.0,,Aldehyde,5,1,0,6,PFAA precursors_PFALs_straight_7.0_Aldehyde_NA_CF2_5_CF3_1_CFX_0,2.2948592,0.24695957
C=C(C#N)C(=O)OCC(F)(F)C(F)(F)C(F)(F)F,[ 19469312  73299756  87004525 ... 207038152  47326567  22160906],Polyfluoroalkyl acids,PolyFCA derivatives,3,1039,branched,8.0,,Ester,2,1,0,3,Polyfluoroalkyl acids_PolyFCA derivatives_branched_8.0_Ester_NA_CF2_2_CF3_1_CFX_0,2.098896,0.2569296
OC(COCC(F)(F)C(F)(F)C(F)(F)F)COCC(F)(F)C(F)(F)C(F)(F)F,[ 35941647  73299756  44473385 ...  15634821 281920279  46460802],PFAA precursors,PolyFEACs,2,1040,straight,11.0,,Alcohol,4,2,0,6,PFAA precursors_PolyFEACs_straight_11.0_Alcohol_NA_CF2_4_CF3_2_CFX_0,2.7445629,0.25920826
C=CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[118684057  33988699  17313015 ... 136323818  90036311  45422808],PFAA precursors,PASF-based substances,2,1041,straight,11.0,,Amine,7,1,0,8,PFAA precursors_PASF-based substances_straight_11.0_Amine_NA_CF2_7_CF3_1_CFX_0,4.2813473,0.266414
O=P(O)(OCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F)OCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,[207530443  71278405  95504826 ...  88808901  43796935 151237944],PFAA precursors,n:2 fluorotelomer-based substances,2,1042,branched,24.0,,Alcohol,12,4,2,18,PFAA precursors_n:2 fluorotelomer-based substances_branched_24.0_Alcohol_NA_CF2_12_CF3_4_CFX_2,3.9979439,0.25442827
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,[250618452 429712812  87855067 ...  37687752 240371511 151237944],Polyfluoroalkyl acids,PolyFCAs,3,1043,straight,7.0,,Carboxylic Acid,6,0,0,6,Polyfluoroalkyl acids_PolyFCAs_straight_7.0_Carboxylic Acid_NA_CF2_6_CF3_0_CFX_0,2.5826359,0.24683714
NCCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 39844693   8492060  97181807 ... 194511214 166016711 151237944],Other PFASs,Amide derivatives,4,1044,straight,11.0,,Amine,6,1,0,7,Other PFASs_Amide derivatives_straight_11.0_Amine_NA_CF2_6_CF3_1_CFX_0,2.5719514,0.25653613
C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C=C,[104828107 989775528 107816900 ... 203154325  14046279 151237944],PFAA precursors,HFOs,2,1045,straight,12.0,,Double bond,8,0,0,8,PFAA precursors_HFOs_straight_12.0_Unknown_NA_CF2_8_CF3_0_CFX_0,2.8364305,0.25529343
Cc1ccc(NC(=O)C(F)(F)C(F)(F)C(F)(F)F)cc1Cl,[250618452   8492060   8411880 ...  25560912  80852791 151237944],Other PFASs,Aromatic PFASs,4,1046,cyclic,,6.0,Amine,2,1,0,3,Other PFASs_Aromatic PFASs_cyclic_NA_Amine_6.0_CF2_2_CF3_1_CFX_0,2.870695,0.2609759
COC(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452  40010548  97181807 ...   8587256 281920279 151237944],Polyfluoroalkyl acids,PolyFCA derivatives,3,1047,straight,8.0,,Ester,3,1,0,4,Polyfluoroalkyl acids_PolyFCA derivatives_straight_8.0_Ester_NA_CF2_3_CF3_1_CFX_0,2.1997595,0.25220594
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[216993070 104111782  97181807 ... 328816003  14046279 151237944],PFAA precursors,PolyFAenes,2,1048,straight,11.0,,Double bond,7,2,0,9,PFAA precursors_PolyFAenes_straight_11.0_Unknown_NA_CF2_7_CF3_2_CFX_0,2.5460522,0.25447357
